,Date,Description,Target
2634,2020-04-03,"The dollar firmed against major currencies for a third straight day on Friday, as investors took shelter in the U.S. currency amid worsening economic fallout from the coronavirus outbreak.",x
2635,2020-04-03,"Global stock markets sank on Friday following more signs that the COVID-19 pandemic would take a massive toll on economic growth, while oil prices continued to rally on hopes of a cut to global supply.",x
2636,2020-04-03,"Aircraft lessor Avolon on Friday announced the cancellation of an order for 75 Boeing  737 MAX planes that were due to be delivered by 2023, saying it was adjusting its order book to the disruption caused by the coronavirus pandemic.",x
2637,2020-04-03,"As the coronavirus bore down on the United States in February and President Donald Trump renewed his public call for interest rate cuts, he and Federal Reserve Chair Jerome Powell conducted two previously undisclosed phone calls, calendars released by the U.S. central bank on Friday show.",x
2638,2020-04-03,"Crude futures surged for a second day on Friday, with both U.S. and Brent contracts posting their largest weekly percentage gains on record due to hopes that a global deal to cut crude supply worldwide will emerge early next week.",x
2639,2020-04-03,"Russian Energy Minister Alexander Novak said on Friday that the United States has legal restrictions on oil output cuts, but the country should be flexible with them, RIA news agency reported.",x
2640,2020-04-03,"U.S. employment numbers will get worse amid the ongoing coronavirus outbreak before getting better, Richmond Federal Reserve President Thomas Barkin said in an interview with Bloomberg News.",x
2641,2020-04-03,"American Airlines, the largest U.S. airline, confirmed Friday it has applied to the U.S. Treasury for a chunk of the $25 billion payroll assistance grants approved by Congress last week.",x
2642,2020-04-03,Global currency fund managers racked up gains in the first quarter as they benefited from the extreme volatility that the coronavirus pandemic has stoked across financial markets.,x
2643,2020-04-03,"JPMorgan Chase & Co , the largest U.S. lender by assets,  started accepting at Friday midday applications for loans from the federal government's paycheck protection program, according to a post on the bank's website.",x
2644,2020-04-03,"President Donald Trump hailed one of the country's largest banks, as well as many small lenders, for making small business emergency loans on the first day of a new U.S. coronavirus economic relief program.",x
2645,2020-04-03,"Constellation Brands Inc , the U.S. distributor of Corona beer, said on Friday its Mexican breweries were still operational and supply to the United States was intact even as rivals suspended production due to the coronavirus pandemic.",x
2646,2020-04-03,"Neiman Marcus Group is stepping up preparations to seek bankruptcy protection, after the coronavirus pandemic forced the debt-laden U.S. luxury department store chain to close its stores, people familiar with the matter said on Thursday.",x
2647,2020-04-03,President Donald Trump slammed 3M Co  in a tweet late on Thursday after earlier announcing he was invoking the Defense Production Act to get the company to produce face masks.,x
2648,2020-04-03,"3M Co  said on Friday it would make more face masks for the United States to fight the coronavirus pandemic, but warned of the ""humanitarian implications"" of limiting supply to other countries as President Donald Trump directed.",x
2649,2020-04-03,"The U.S. economy shed 701,000 jobs in March, abruptly ending a historic 113 straight months of employment growth as stringent measures to control the novel coronavirus outbreak shuttered businesses and factories, confirming a recession is underway.",x
2650,2020-04-03,"Glenview Capital Management, the hedge fund run by Larry Robbins, has lost roughly 30% in the first three months of 2020 as the spread of the new coronavirus hurt the healthcare facilities and hospital operators the firm has invested in.",x
2651,2020-04-03,"Cisco Systems Inc's video-conferencing app Webex registered a record 324 million attendees in March, with usage more than doubling in the Americas, as the coronavirus-led lockdowns forced businesses to have employees work from home.",x
2652,2020-04-03,Italy plans to tighten health checks to ensure that work is not disrupted in a small northern town specialising in the production of medical supplies to tackle its coronavirus crisis.,x
2653,2020-04-03,FedEx Corp  said on Friday it would pull $1.5 billion from a credit line and slash CEO pay as stay-at-home orders aimed at stemming the spread of the coronavirus in the United States and Europe hammer demand for its lucrative express services.,x
2654,2020-04-03,"Airbus is studying a sharp cut in output of its top-selling A320 plane series amid an industry-wide slowdown triggered by the coronavirus crisis, sources familiar with the matter said.",x
2655,2020-04-03,"Central banks are pulling out all the stops to try to shield their economies from the new coronavirus pandemic, raising questions about whether they risk crossing a line by bailing out governments that are massively raising their spending.",x
2656,2020-04-03,"The global recession that economists polled by Reuters say is under way will be deeper than thought a few weeks ago due to the coronavirus pandemic, although most are clinging to hopes for a swift rebound.",x
2657,2020-04-03,"The U.S. biofuel industry has asked the Trump administration for funds from the U.S. Department of Agriculture's Commodity Credit Corporation to help it survive a demand slump triggered by the coronavirus outbreak, according to a letter seen by Reuters.",x
2658,2020-04-03,"Inditex  has switched its clothes factories in Spain over to making medical supplies and its logistics hub has almost ground to a halt, effectively freezing the nerve centre of its business from which it supplies stores worldwide.",x
2659,2020-04-03,"Aeroplanes with a total insured value of more than $160 billion are grounded around the world, presenting risks for insurers, a report said on Friday.",x
2660,2020-04-03,"Defense contractor Lockheed Martin Corp  said on Friday it hired about 1,000 employees in the last two weeks and increased payments to suppliers to counter the impact from the coronavirus pandemic.",x
2661,2020-04-03,"Lufthansa  is reviewing options for its Germanwings business after ruling out a union proposal to consider shortened work hours, also known as Kurzarbeit, as a stop-gap solution for helping the low-cost unit conserve cash.",x
2662,2020-04-03,Ford Motor Co  on Friday extended the temporary suspension of vehicle and engine production at most of its European manufacturing sites at least until May 4.,x
2663,2020-04-03,"Alphabet Inc's  Google has published charts showing how the coronavirus has brought hard-hit Italy to a standstill, led to runs on grocery stores around the world and prompted a stark drop in going-out between Mardi Gras and St. Patrick's Day.",x
2664,2020-04-03,"The economic crisis spawned by the coronavirus pandemic has produced a wave of grim U.S. data, with likely more to come as millions lose jobs, businesses shutter and spending stops.",x
2665,2020-04-03,"U.S. Treasury Secretary Steven Mnuchin said on Friday that community banks have processed hundreds of small-business loans aimed at shoring up the economy during the global coronavirus pandemic, and sounded a positive note about a new program that lenders have greeted with skepticism.",x
2666,2020-04-03,Top White House economic advisor Larry Kudlow said on Friday that there would be big demand for a small-business loan program but that the banks were prepared for it despite concerns that they would be overwhelmed by the need created by an economic shutdown aimed at slowing the spread of the coronavirus.,x
2667,2020-04-03,"U.S. services sector activity slowed to a more than 3-1/2-year low in March, with industries reporting a moderation in new orders and decline in employment amid the coronavirus pandemic, which has brought the country to sudden stop.",x
2668,2020-04-03,"A price war between world oil producers has slashed Venezuela's revenue for its top export and exacerbated the country's financial crisis as it also faces the coronavirus pandemic, U.S. sanctions and sliding crude output.",x
2669,2020-04-03,Ford Motor Co  said on Friday Chief Executive Officer Jim Hackett's total compensation fell to $17.4 million in 2019 from $17.8 million in 2018.,x
2670,2020-04-03,"The U.S. economy abruptly ended a historic 113 straight months of employment growth in March, as stringent measures to control the novel coronavirus pandemic shuttered businesses and factories, all but confirming a recession is underway.",x
2671,2020-04-03,"Air France-KLM is in talks with banks to receive up to 6 billion euros ($6.5 billion) in loans guaranteed by the French and Dutch governments, as the airline group braces for a sustained coronavirus shutdown, sources told Reuters.",x
2672,2020-04-03,"Google on Thursday published reports for 131 countries showing whether visits to shops, parks and workplaces dropped in March, when many governments issued stay-at-home orders to rein in the spread of COVID-19.",x
2673,2020-04-03,"With the future of many coronavirus hit firms in their hands, British banks, still scarred by the financial crisis, are worried that they are being asked by a desperate government to make loans that will never be repaid.",x
2674,2020-04-03,Britain's Finance Minister Rishi Sunak on Friday announced updates to a scheme designed to get banks to help businesses hit by the coronavirus.,x
2675,2020-04-03,China's securities regulator said on Friday it would investigate claims of fraud at Luckin Coffee Inc  and sources said some of the banks involved in the Chinese chain's successful U.S. IPO last year were reviewing their work in the listing.,x
2676,2020-04-03,Two hauliers load their lorries with what is fast becoming a precious commodity in France as the coronavirus pandemic takes its dreadful toll - coffins.,x
2677,2020-04-03,BMW  Chief Executive Oliver Zipse said the carmaker is focussing on preserving the health of its balance sheet and workforce which have come under strain during the coronavirus crisis.,x
2678,2020-04-03,"Family-owned restaurants fear they could be pitted against larger competitors, hotel chains and potentially investment funds in a race starting on Friday for a $349 billion pot of money the U.S. government will offer businesses hard-hit by coronavirus.",x
2679,2020-04-03,"Britain's economy looks set for a slump that in the short term could be deeper than during the depression of the 1930s, as a survey showed the coronavirus crisis caused a record downturn among services and manufacturing firms in March.",x
2680,2020-04-03,U.S. President Donald Trump is stoking the possibility of Saudi Arabia and Russia negotiating oil output cuts as the coronavirus outbreak hammers demand.,x
2681,2020-04-03,"JPMorgan  has reached agreement with its Chinese partner to increase its stake in its Chinese mutual fund venture to 100%, joining BlackRock and Neuberger Berman to grow its presence in the world's second biggest economy.",x
2682,2020-04-03,Mexico's Grupo Modelo said on Thursday it will temporarily stop brewing Corona beer and other brands exported to 180 countries after its business activities were declared non-essential under a government order aimed at curbing the spread of the  coronavirus.,x
2683,2020-04-03,Here is a timeline of the Nasdaq-listed Luckin Coffee Inc's  journey from a hot Chinese start-up to U.S. IPO and now an investigation for alleged fraud.,x
2684,2020-04-03,"Fiat Chrysler (FCA)   has begun producing  ventilator parts to help Italy's Siare Engineering boost its output of the medical equipment needed to treat patients during the coronavirus crisis, the carmaker said on Friday.",x
2685,2020-04-03,"Sweden's H&M , the world's second-biggest clothing retailer, said on Friday it expected a loss in the second quarter after reporting a 46% plunge in March sales as the coronavirus pandemic took a toll on the retail sector.",x
2686,2020-04-03,The coronavirus pandemic has disrupted global food supplies and is causing labour shortages in agriculture worldwide.,x
2687,2020-04-03,"U.S. Treasury Secretary Steven Mnuchin said he was pressing ahead with the Friday launch of a $349 billion coronavirus rescue loan program for small businesses, after conceding to bank demands to fix aspects of the program that they said could cause participating lenders legal and financial risks.",x
2688,2020-04-03,"Amid confusion over a $349 billion rescue program for small businesses struggling to survive the coronavirus pandemic, the U.S. Treasury released guidelines it hopes will pave the way to getting the spigots flowing on Friday, as promised.",x
2689,2020-04-03,"When the Federal Reserve polled Wall Street about financial stability risks last fall, ""global pandemic"" didn't make the list.",x
2690,2020-04-03,"Organisers of the Beijing autoshow, which was scheduled to be held in late-April, said on Friday the event would be held between Sept. 26 and Oct. 5 due to the coronavirus pandamic.",x
2691,2020-04-03,"Ryanair  missed its 2020 target for passenger traffic and expects to book an exceptional charge of around 300 million euros for the year which ended last month, it said on Friday.",x
2692,2020-04-03,German sportswear maker Puma  proposed on Friday to suspend its 2019 dividend given the impact of the coronavirus pandemic.,x
2693,2020-04-03,British supermarket group Sainsbury's  said on Friday it would start to remove the customer purchasing limits it imposed to prevent coronavirus stockpiling as customers start to buy just what they need.,x
2694,2020-04-03,"International seat capacity has dropped by almost 80% from a year ago and half the world's airplanes are in storage, new data shows, suggesting the aviation industry may take years to recover from the coronavirus pandemic.",x
2695,2020-04-03,"Volkswagen's  Traton  commercial truck unit has seen cancellations of orders due to the coronavirus outbreak but these are manageable, its chief told a German magazine in an article published on Friday.",x
2696,2020-04-03,"U.S. President Donald Trump said on Thursday he had brokered a deal with top crude producers Russia and Saudi Arabia to cut output and arrest an oil price rout amid the global coronavirus pandemic, though details of how cuts would work were unclear.",x
2697,2020-04-03,"Recent negotiations involving leaders from major oil-producing nations and the United States will prove irrelevant for oil prices, which are low because of depressed demand, the chief executive of Brazil's Petrobras said on Thursday evening.",x
2698,2020-04-02,"Boeing Co  said on Thursday it will temporarily suspend production at facilities in Ridley Township, Pennsylvania, amid the ongoing coronavirus pandemic, adding that the suspension will last two weeks, with work to resume on April 20.",x
2699,2020-04-02,"Airbnb lowered its internal valuation by 16% to $26 billion, as the U.S. home rental firm grapples with a slowdown in bookings due to the global spread of the coronavirus pandemic, a source familiar with the matter told Reuters on Thursday.",x
2700,2020-04-02,"Oil prices fell on Friday, coming off their biggest one-day gains in the previous session after U.S. President Donald Trump said he had brokered a deal between Saudi Arabia and Russia to cut output, but made no offer to reduce U.S. production.",x
2701,2020-04-02,"Uber Technologies Inc will begin shipping disinfecting car spray to selected drivers in areas most affected by the coronavirus outbreak, an executive said on Thursday.",x
2702,2020-04-02,"The coronavirus pandemic is throwing a spotlight on stocks in the U.S. healthcare sector, home to the companies that could develop treatments, vaccines and improved diagnostics needed to tackle the greatest public health crisis in a century.",x
2703,2020-04-02,The Federal Communications Commission on Thursday proposed to fine TracFone Wireless $6 million for allegedly violating its rules governing the subsidy program for telecommunications services for low income users.,x
2704,2020-04-02,"General Motors Co on Thursday rolled out a series of safety measures for workers in Indiana who will make ventilators, outlining what could be a blueprint for opening U.S. auto plants in the coming weeks.",x
2705,2020-04-02,"Less than two months after settling with New York City regulators over paid sick leave, Chipotle Mexican Grill Inc is under pressure for its policies amid the coronavirus pandemic.",x
2706,2020-04-02,Uber and Lyft drivers are hitting a wall in their efforts to apply for the coronavirus jobless benefits promised by Congress as state agencies say they are not ready to handle a class of workers who are totally new to the U.S. unemployment system.,x
2707,2020-04-02,American Airlines Co  said on Thursday it is cutting additional flights this summer as travel demand has drastically shrunk amid the coronavirus pandemic.,x
2708,2020-04-02,The U.S. Securities and Exchange Commission said it needs more time to decide whether to allow a plan by the New York Stock Exchange to offer a new high-speed wireless connection to the exchange that some brokers have blasted as anti-competitive.,x
2709,2020-04-02,U.S. President Donald Trump on Thursday invoked the Defense Production Act to aid companies building ventilators for coronavirus patients to receive the supply of materials they need.,x
2710,2020-04-02,Bed Bath & Beyond Inc has asked a judge to hold 1-800-Flowers.Com Inc to a $252 million deal between the companies in what appears to one of the first examples of a corporate sale coming unraveled due to the coronavirus pandemic.,x
2711,2020-04-02,"The U.S. recession is here. How long it will last will depend on the course of a viral pandemic that could still kill hundreds of thousands of Americans, and has most of the country under lockdowns aimed at slowing the infection's spread.",x
2712,2020-04-02,"Asian markets on Friday looked to latch onto Wall Street's overnight gains after crude prices notched their biggest one-day surge on record, helping offset concerns about the depth of a global recession.",x
2713,2020-04-02,Samsung Electronics  said on Friday that it has suspended its home appliance factory in the United States after two of its workers had tested positive for coronavirus.,x
2714,2020-04-02,"U.S. stocks rallied on Thursday as hopes for a truce in the price war between Saudi Arabia and Russia and a cut in oil output drove gains, taking some sting out of a shocking jump in Americans filing jobless claims due to coronavirus-led lockdowns.",x
2715,2020-04-02,"Major U.S. retail sector companies on Thursday moved to allay health and safety concerns of staff working at warehouses and stores through the coronavirus pandemic by promising face masks, gloves and sanitizers.",x
2716,2020-04-02,"Walt Disney Co said on Thursday it will start furloughs of non-essential U.S. employees across the company on April 19, a response to the global coronavirus outbreak that has shut down or disrupted its media and theme park businesses.",x
2717,2020-04-02,"Desperate to sell pricey spring looks during the coronavirus lockdown, retailers are turning to social media to show their latest styles in somber, stay-at-home settings.",x
2718,2020-04-02,"Oil prices fell on Wednesday after U.S. crude inventories rose last week by the most since 2016, while gasoline demand suffered its biggest weekly drop ever due to the coronavirus pandemic.",x
2719,2020-04-02,"The Federal Reserve's balance sheet increased to a record $5.86 trillion this week and the central bank reported greater use of some of its newly launched liquidity facilities, all part of its efforts to keep markets functioning smoothly amid heightened volatility related to the coronavirus pandemic.",x
2720,2020-04-02,"JPMorgan Chase & Co  emailed many small business customers on Thursday to tell them it is still awaiting federal guidance on the small business loans program Congress approved last week, and it may not be ready to accept applications when the program launches on Friday.",x
2721,2020-04-02,"Tesla Inc  said on Thursday production and deliveries of its Model Y sport utility vehicle was significantly ahead of schedule, as the company delivered the highest number of vehicles in any first quarter to date.",x
2722,2020-04-02,"The U.S. Air Force will release $882 million in payments to Boeing that were held back due to flaws in the KC-46 air refueling tanker, a Pentagon official said on Thursday.",x
2723,2020-04-02,General Motors Co  and Honda Motor Co Ltd  said on Thursday they would jointly develop two new electric vehicles for Honda and are exploring more ways to expand their alliance.,x
2724,2020-04-02,"World equity markets climbed on Thursday on a surge in risky assets like oil, offsetting concerns over an increasing death toll from the coronavirus pandemic that is expected to push the global economy into recession.",x
2725,2020-04-02,"The dollar rose against a basket of currencies for a second straight day on Thursday as investors, worried about the prospect of a global recession, continued to take shelter in the greenback.",x
2726,2020-04-02,"U.S. President Donald Trump says he has brokered a deal with Saudi Arabia and Russia that would see sweeping oil output cuts. Riyadh has called for emergency talks, and Moscow has said it no longer plans to hike production in a battle for market share.",x
2727,2020-04-02,"The coronavirus pandemic may have erased around $64 billion of value from Warren Buffett's equity portfolio at Berkshire Hathaway Inc , setting up the conglomerate for one of the largest quarterly losses ever by an American company.",x
2728,2020-04-02,"The United States will not ask U.S. domestic oil companies for a coordinated cut in production to counter a historic meltdown in global prices and is still awaiting the details of planned cuts in Saudi Arabia and Russia, a senior administration official told Reuters on Thursday.",x
2729,2020-04-02,"The U.S. unemployment rate will shoot past 10% in the second quarter and the growth rate of gross domestic product will decline by more than 7% as the coronavirus crisis grips the U.S. economy, according to projections released by the Congressional Budget Office (CBO) on Thursday.",x
2730,2020-04-02,Battered S&P 500 stocks may get fresh interest from investors turning to dividends in a world of shrinking bond yields.,x
2731,2020-04-02,"The financial industry wants the U.S. Securities and Exchange Commission to hold off on parts of a new rule requiring brokers to disclose potential conflicts of interest, citing disruptions caused by the coronavirus, four people with knowledge of the discussions said.",x
2732,2020-04-02,"General Electric Co  said on Thursday it would furlough about half its workers in the U.S. engine assembly and component manufacturing operations, a move that would affect thousands of employees, as the coronavirus pandemic hurts travel demand.",x
2733,2020-04-02,Shares of Luckin Coffee Inc  sank as much as 81% on Thursday after the Chinese coffee chain said an internal investigation had shown that its chief operating officer and other employees fabricated sales transactions.,x
2734,2020-04-02,"Ford Motor Co  said on Thursday it will make 50,000 face shields at factories in Brazil and Argentina to donate in the fight against the coronavirus pandemic.",x
2735,2020-04-02,Shares of Walgreens Boots Alliance Inc  fell 6% on Thursday after the drugstore retailer reported a steep decline in U.S.  same-store sales in the last week of March as customers stayed indoors due to the coronavirus outbreak.,x
2736,2020-04-02,"Facebook Inc. launched a service in Italy to check the accuracy of information on coronavirus circulating on its messaging platform WhatsApp, the U.S. tech firm said on Thursday.",x
2737,2020-04-02,"Amazon.com Inc  plans to roll out temperature checks and face masks for staff at all its U.S. and European warehouses plus Whole Foods stores by early next week, a huge deployment for workers on the front lines of the coronavirus outbreak.",x
2738,2020-04-02,"SoftBank Group Corp said it has terminated a $3 billion tender offer for additional WeWork shares agreed last year with shareholders, drawing threats of legal action and plunging the floundering office space company further into crisis.",x
2739,2020-04-02,"Walmart , the world's largest retailer, has put the possible sale of a majority stake in its British supermarket arm Asda on hold until the coronavirus crisis is over, said a person familiar with the situation.",x
2740,2020-04-02,"U.S. borrowers seeking a reprieve from mortgage, auto or credit card payments because of coronavirus hardships are not getting the help they expected from big banks that promised assistance in recent weeks.",x
2741,2020-04-02,"British Airways  said on Thursday it has struck a deal with its unions to suspend more than 30,000 cabin crew and ground staff in one of the airline industry's most dramatic moves yet to survive the coronavirus pandemic.",x
2742,2020-04-02,"Nivea-maker Beiersdorf  on Thursday scrapped its 2020 outlook due to the coronavirus pandemic, and also released preliminary first-quarter sales that showed a 3.6% fall from a year earlier.",x
2743,2020-04-02,The global oil refining industry is facing a reckoning from falling fuel demand that is the deepest and fastest ever.,x
2744,2020-04-02,"Honda Motor Co  said Thursday it will extend a shutdown of all U.S. and Canadian auto plant production through April 10 and at its plant in Celaya, central Mexico, until April 13, because of the ongoing coronavirus outbreak.",x
2745,2020-04-02,"Bank of America on Thursday cut its 2020 forecast for Brazil's gross domestic product (GDP) to a 3.5% contraction from a 0.5% fall, it said in a report, citing the strong impact on consumption and investment stemming amid the coronavirus pandemic.",x
2746,2020-04-02,"The Bank of England said on Thursday it will double the size of its corporate bond purchase program to at least 20 billion pounds ($24.7 billion), part of a previously announced stimulus package to help the economy during the coronavirus crisis.",x
2747,2020-04-02,"Thousands of U.S. banks, including some of the country's largest lenders, have said they may not participate in the federal government's small-business rescue program due to concerns about taking on too much legal and financial risk, five people with direct knowledge of industry discussions told Reuters.",x
2748,2020-04-02,"Production at Nissan's  British factory, the country's biggest car plant, is suspended throughout April, continuing a shutdown in place since mid-March as the coronavirus outbreak continues across Europe.",x
2749,2020-04-02,"The number of Americans filing claims for unemployment benefits shot to a record high of more than 6 million last week as more jurisdictions enforced stay-at-home measures to curb the coronavirus pandemic, which economists say has pushed the economy into recession.",x
2750,2020-04-02,"The number of Americans filing claims for unemployment benefits last week shot to a record high for a second week in a row - topping 6 million - as more jurisdictions enforced stay-at-home measures to curb the coronavirus pandemic, which economists say has pushed the economy into recession.",x
2751,2020-04-02,"Germany is in talks to provide Lufthansa  with billions of euros in state aid and could take a stake in the airline,  which has grounded 95% of its fleet due to the coronavirus pandemic, people close to the matter said.",x
2752,2020-04-02,"Boeing Co  Chief Executive Officer Dave Calhoun outlined a plan of voluntary layoffs for employees on Thursday, while warning that the coronavirus pandemic would have a lasting impact on the global aerospace industry.",x
2753,2020-04-02,"The bosses of Volkswagen , BMW  and Daimler  held a crisis call with German Chancellor Angela Merkel on Wednesday to discuss how to get production restarted, Germany's Handelsblatt newspaper reported on Thursday.",x
2754,2020-04-02,"As audit season begins for British companies, some auditors stuck at home in coronavirus lockdown are turning to cameras to check clients' inventories, plant and equipment for compiling annual accounts.",x
2755,2020-04-02,"Eyewear maker Luxottica said it would cut to just one week its customary August closure, a move which other firms may seek to replicate to relaunch production after the forced shutdown in the current coronavirus crisis.",x
2756,2020-04-02,Ukraine has taken to Twitter to ask Elon Musk to send it ventilators after the billionaire chief executive of Tesla Inc  offered to ship them across the world during the coronavirus pandemic.,x
2757,2020-04-02,"Russian Energy Minister Alexander Novak said on Thursday that Moscow may return to oil negotiations with Saudi Arabia after talks collapsed last month, which, coupled with the spread of the new coronavirus, dragged oil prices to their 18-year lows.",x
2758,2020-04-02,"Planemakers are looking at drastic cuts in wide-body production amid a slump in demand for the industry's largest jetliners, manufacturing and supplier sources said on Thursday.",x
2759,2020-04-02,"New orders for U.S.-made goods were unexpectedly flat in February, and could remain weak as a global coronavirus outbreak strains supply chains and undercuts the manufacturing sector.",x
2760,2020-04-02,Ford Motor Co's  U.S. sales chief said on Thursday the automaker believes some level of government stimulus will be needed for consumers once the coronavirus pandemic recedes and that the crisis will spur a permanent shift toward more online vehicle sales in America.,x
2761,2020-04-02,Southwest Airlines Co  said on Thursday it intends to apply for U.S. government aid to help it ride out the sharp drop in travel demand caused by the massive lockdowns because of the coronavirus pandemic.,x
2762,2020-04-02,"Fiat Chrysler  aims to restart operations at three Italian sites as soon as the government lifts coronavirus restrictions on manufacturing, a union representative said on Thursday, adding unions would monitor health precautions.",x
2763,2020-04-02,"JPMorgan Chase & Co  Chief Executive Officer Jamie Dimon has returned to lead the largest U.S bank, after recovering from recent heart surgery, according to an internal memo to employees seen by Reuters.",x
2764,2020-04-02,"Investment managers BlackRock  and Schroders  have suspended trading in UK real estate funds aimed at institutional investors, citing difficulty in getting an accurate price for their assets.",x
2765,2020-04-02,"EU consumers should be able to sue carmakers in their national courts if they have bought cars with emission cheat devices installed, an adviser to the Court of Justice of the European Union said on Thursday.",x
2766,2020-04-02,Aerospace suppliers are drawing up plans to lay off workers as coronavirus quarantines cripple their cash balances - but bailout conditions and fears of losing critical skilled labor are forcing managements to juggle survival and future growth.,x
2767,2020-04-02,"Boeing Co  Chief Executive Dave Calhoun said on Thursday the coronavirus pandemic was going to have a lasting impact on the global aerospace industry, as he outlined steps for a voluntary layoff plan for employees.",x
2768,2020-04-02,"IAG-owned British Airways  is expected to announce a suspension of about 36,000 of its employees, BBC News reported on Wednesday.",x
2769,2020-04-02,European cities cracking down on short-term rentals of private homes like those on Airbnb got a boost on Thursday after an adviser to Europe's top court said they have the right to vet such rentals to tackle the shortage of long-term housing.,x
2770,2020-04-02,"U.S. President Donald Trump said he has invited U.S. oil executives to the White House to discuss ways to help the industry ""ravaged"" by slumping energy demand during the coronavirus outbreak and a price war between Saudi Arabia and Russia.",x
2771,2020-04-02,Sweden's H&M  said on Thursday it was in talks with tens of thousands of its staff about shortening working hours with the firm among many retailers hit by the coronavirus pandemic and fewer customers in many markets.,x
2772,2020-04-02,(This April 1 story corrects from 14 to 26 European countries in paragraph 16),x
2773,2020-04-02,"The global crisis caused by the coronavirus pandemic will be felt throughout oil's global supply chains and ripple into other parts of the energy sector, the International Energy Agency (IEA) said in a report on Wednesday.",x
2774,2020-04-02,"Six planes carrying more than 4,000 high-quality French breeding pigs have arrived in China so far this year, the first of an expected dozens of plane-loads as the world's top pork producer rebuilds its decimated hog herd.",x
2775,2020-04-02,"Talks between Bayer AG  and plaintiff lawyers to settle claims that the German company's glyphosate-based weedkillers cause cancer have been slowed by the coronavirus pandemic, Bayer's Chief Executive told daily Handelsblatt.",x
2776,2020-04-02,"The Trump administration is tightening rules to prevent China from obtaining advanced U.S. technology for commercial purposes and then diverting it to military use, several sources told Reuters.",x
2777,2020-04-02,"Elon Musk's rocket company SpaceX has banned its employees from using video conferencing app Zoom, citing ""significant privacy and security concerns,"" according to a memo seen by Reuters, days after U.S. law enforcement warned users about the security of the popular app.",x
2778,2020-04-02,Walt Disney Co's  Disney+ content will be available for the first time in the Middle East and North Africa on regional pay television and online streaming service provider OSN from April 9.,x
2779,2020-04-02,"Delivery Hero , one of the world's top online food delivery marketplaces, announced measures on Thursday to support restaurants that are trying to survive coronavirus lockdowns by ramping up deliveries to consumers stuck at home.",x
2780,2020-04-02,"U.S. President Donald Trump said on Wednesday he expected Saudi Arabia and Russia to reach a deal in the next few days on oil production to end a price war that has ""ravaged"" the oil industry worldwide.",x
2781,2020-04-02,The U.S. Energy Department on Wednesday urged Saudi Arabia and Russia to calm oil markets after the kingdom's crude supply rose to a record of more than 12 million barrels per day even as oil demand falters on the coronavirus pandemic.,x
2782,2020-04-02,German automaker Volkswagen said on Wednesday it would extend until April 30 a suspension of activities at two production plants in central Mexico after the government declared a health emergency because of coronavirus.,x
2783,2020-04-01,"Carnival Corp , the world's largest cruise operator, said it has raised $6.25 billion by issuing new debt and equity on Wednesday, borrowing at a high cost to weather the economic storm of the coronavirus pandemic.",x
2784,2020-04-01,"The U.S. Treasury Department has hired Wall Street bankers and lawyers to advise on providing tens of billions of dollars in aid to the airline, cargo and defense sectors, people familiar with the matter said on Wednesday.",x
2785,2020-04-01,"The vast, glitzy gaming halls of Macau are open, but thousands of baccarat tables are empty. The world's biggest gambling hub has barred entry to most travellers and hotels are being used to isolate new arrivals in case they have been infected by coronavirus.",x
2786,2020-04-01,The U.S. Federal Trade Commission said on Wednesday it had filed a complaint aimed at forcing Marlboro maker Altria Group to sell its investment in e-cigarette maker Juul Labs Inc.,x
2787,2020-04-01,China's ports and shipping firms are bracing for a second wave of supply chain disruptions that may be deeper and more prolonged than during the country's coronavirus lockdown as the global spread of the virus chokes off international demand.,x
2788,2020-04-01,"Apple Inc said on Wednesday it would stop taking a cut of some sales for ""qualifying"" streaming video services on iPhones and other Apple devices, including Amazon.com's Prime Video.",x
2789,2020-04-01,"The EU executive proposed on Wednesday a wage-subsidy scheme to encourage employers to cut workers' hours rather than their jobs amid the coronavirus epidemic, a plan that could be worth 100 billion euros in borrowing guaranteed by all EU countries.",x
2790,2020-04-01,"From expensive watches to chocolates and cement, Swiss industry is being battered by the coronavirus epidemic, data showed on Wednesday, with the country's PMI survey sinking to its lowest level in more than a decade.",x
2791,2020-04-01,"Amazon.com Inc said on Wednesday a handful of workers staged a demonstration at one of its warehouses near Detroit, another U.S. protest this week over staff concerns about contracting the novel coronavirus on the job.",x
2792,2020-04-01,"Light vehicle sales in the United States fell nearly 27% in March compared with a month earlier, data released by an automotive research group showed on Wednesday, as the coronavirus outbreak intensified and shuttered dealerships across much of the country.",x
2793,2020-04-01,"NEW YORK (LPC) - General Electric Co is asking its lenders to replace US$20bn in revolving loans with a new debt package that will come with a smaller size and shorter maturities, sources said.",x
2794,2020-04-01,"Wall Street's three major indexes fell more than 4% on Wednesday, after President Donald Trump's dire warning on the U.S. death toll from the coronavirus sent investors running from even the most defensive equities.",x
2795,2020-04-01,Online travel agency Booking Holdings said on Wednesday Chief Executive Officer Glenn Fogel has tested positive for coronavirus.,x
2796,2020-04-01,"Starbucks Corp  on Wednesday said it will extend special coronavirus provisions, including pay increases for U.S. workers and closed dining areas, for two weeks to May 3.",x
2797,2020-04-01,Nissan Motor Co  said on Wednesday its U.S. auto plants  will remain closed through late April to help reduce the spread of the coronavirus.,x
2798,2020-04-01,"With auto showrooms shut during the coronavirus pandemic, Fiat Chrysler and General Motors Co  moved to reboot demand with seven-year, no-interest loans and programs allowing customers to buy vehicles online.",x
